#,catalog,sub category,Name,Price,date
93668,ИНЖЕНЕРНАЯ САНТЕХНИКА,ГИБКАЯ ПОДВОДКА (ШЛАНГИ ВОДА),"Гибкая подводка смеситель (игла короткая) Н½"" х М10*18мм 150 cm (10 шт/кор) JIF 522","40,4",19.12.2023
95211,ИНЖЕНЕРНАЯ САНТЕХНИКА,НАРУЖНЫЕ ТРУБЫ И ФИТИНГИ 200 ММ,"Отвод кан. PP Ø200 мм 45° (оранж) (10 уп) ТМ ""RTP""","186,4",19.12.2023
95213,ИНЖЕНЕРНАЯ САНТЕХНИКА,НАРУЖНЫЕ ТРУБЫ И ФИТИНГИ 200 ММ,"Редукция кан. PP Ø200х110 мм (оранж) (20 уп) ТМ ""RTP""","100,85",19.12.2023
95218,ИНЖЕНЕРНАЯ САНТЕХНИКА,НАРУЖНЫЕ ТРУБЫ И ФИТИНГИ 200 ММ,"Труба Канализационная PP SN4 (6,2 mm) D=200 mm; L=2.0m ТМ ""RTP""","441,5",19.12.2023
95226,ИНЖЕНЕРНАЯ САНТЕХНИКА,НАРУЖНЫЕ ТРУБЫ И ФИТИНГИ 200 ММ,"Заглушка кан. PP Ø200 мм (оранж) (40 уп) ТМ ""RTP""","57,9",19.12.2023
95285,ИНЖЕНЕРНАЯ САНТЕХНИКА,ГИБКАЯ ПОДВОДКА (ШЛАНГИ ВОДА),"Гибкая подводка вода ½"" м/м 60 cm SD","28,35",19.12.2023
95339,ИНЖЕНЕРНАЯ САНТЕХНИКА,ЗАДВИЖКА(ВЕНТЕЛЬ),"Вентиль 3/4""","60,6",19.12.2023
95364,ИНЖЕНЕРНАЯ САНТЕХНИКА,НАРУЖНЫЕ ТРУБЫ И ФИТИНГИ 200 ММ,"Муфта кан. PP Ø200 мм (оранж) (10 уп) ТМ ""RTP""","179,1",19.12.2023
95396,ИНЖЕНЕРНАЯ САНТЕХНИКА,УГОЛКИ (ОТВОДЫ) РР,"Угол PP 90* d.90 (5/1) ТМ ""RTP""","101,65",19.12.2023
95666,ИНЖЕНЕРНАЯ САНТЕХНИКА,Муфты компрессионные ПЭ,"Муфта компрессионная для ПЭ d. 20 х 1/2"" (п) (230шт) ТМ ""RTP""","4,05",19.12.2023
100230,ИНЖЕНЕРНАЯ САНТЕХНИКА,МУФТЫ И АДАПТЕРЫ (РР),"Муфта PP ВР (м) d.110 x 4"" (3/1) ТМ ""RTP""",611,19.12.2023
103535,ИНЖЕНЕРНАЯ САНТЕХНИКА,РЕВИЗИОННЫЕ ЛЮКИ,"Люк под плитку, алюминиевый, съемный, нажимной, ограничитель-цепочка, 200х300, TDM","453,15",19.12.2023
103848,ИНЖЕНЕРНАЯ САНТЕХНИКА,ФИТИНГИ РЕЗЬБОВЫЕ,"Штуцер для присоединения счётчика воды 1/2 (120/10) ТМ""RTP""","26,95",19.12.2023
104516,ИНЖЕНЕРНАЯ САНТЕХНИКА,КРАНЫ ШАРОВЫЕ ДЛЯ ВОДЫ,"Кран шаровой латунный LD Pride 47.20 В-В (3/4""; PN40) Рычаг","76,6",19.12.2023
104964,ИНЖЕНЕРНАЯ САНТЕХНИКА,ВНУТРЕННЯЯ МАЛОШУМНАЯ БЕЛАЯ КАНАЛИЗАЦИЯ,"Крестовина кан. PP Ø110/110/50 мм 90° (Левая) (20 уп) ELITE ""RTP""","61,45",19.12.2023
104989,ИНЖЕНЕРНАЯ САНТЕХНИКА,ФИТИНГИ РЕЗЬБОВЫЕ,Резьба стальная Ду15,"3,55",19.12.2023
105778,ИНЖЕНЕРНАЯ САНТЕХНИКА,"МУФТЫ КОМБ. РАЗЪЕМНЫЕ (АМЕРИКАНКИ), ШТУЦЕРА (РР)","Муфта раз. PP НР (п) d.25 x 1/2"" (амер) (140/10) ТМ ""RTP""","33,05",19.12.2023
108345,ИНЖЕНЕРНАЯ САНТЕХНИКА,УГОЛКИ (ОТВОДЫ) РР,"Угол PP 45* d. 40 ( 150/12 ) ТМ ""Firat""","7,05",19.12.2023
108374,ИНЖЕНЕРНАЯ САНТЕХНИКА,МУФТЫ И АДАПТЕРЫ (РР),"Муфта PP ВР (м) d.25 x 3/4"" (320/20) ТМ ""Firat""","12,95",19.12.2023
108418,ИНЖЕНЕРНАЯ САНТЕХНИКА,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Ревизия кан. PVC Ø110 мм (10 уп) ТМ ""Firat""","39,15",19.12.2023
108425,ИНЖЕНЕРНАЯ САНТЕХНИКА,ЗАГЛУШКИ (РР),"Заглушка PP d.25 (800/50) ТМ ""Firat""","1,75",19.12.2023
108513,ИНЖЕНЕРНАЯ САНТЕХНИКА,УГОЛКИ (ОТВОДЫ) РР,"Угольник с накидной гайкой PP d.25 x 3/4 (100) ТМ ""Firat""","41,35",19.12.2023
108529,ИНЖЕНЕРНАЯ САНТЕХНИКА,ТРОЙНИКИ (РР),"Тройник-переходной PP d.40/32/40 (100/10) ТМ ""Firat""","8,5",19.12.2023
108607,ИНЖЕНЕРНАЯ САНТЕХНИКА,НАРУЖНЫЕ ТРУБЫ И ФИТИНГИ 200 ММ,"Ревизия кан. PP Ø 200 мм (оранж) ТМ ""ASG""","1524,1",19.12.2023
108879,ИНЖЕНЕРНАЯ САНТЕХНИКА,КРАНЫ ШАРОВЫЕ ДЛЯ СТИР. МАШИН,"Кран Gumus Lux (угловой) 1/2 х 1/2 ""INAN""","74,75",19.12.2023
108903,ИНЖЕНЕРНАЯ САНТЕХНИКА,ГИБКАЯ ПОДВОДКА (ШЛАНГИ ВОДА),"Гибкая подводка для смесителя нержавейка, пара, 50 cm, ТМ ""INAN""","26,65",19.12.2023
108907,ИНЖЕНЕРНАЯ САНТЕХНИКА,ГИБКАЯ ПОДВОДКА (ШЛАНГИ ВОДА),"Гибкая подводка вода ½"" м/м 50 cm ТМ ""INAN""","27,4",19.12.2023
109075,ИНЖЕНЕРНАЯ САНТЕХНИКА,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Ревизия кан. PP Ø110 мм (20 уп) ТМ ""ASG""","39,15",19.12.2023
109484,ИНЖЕНЕРНАЯ САНТЕХНИКА,СЛИВНЫЕ ТРАПЫ,Трап вертикальный D50 с сух.затвор.решетка пласт.100х100мм (серый),"23,65",19.12.2023
109519,ИНЖЕНЕРНАЯ САНТЕХНИКА,КРАНЫ ШАРОВЫЕ ДЛЯ ГАЗА,"Кран шаровой латунный LD Pride GAS 47.32 В-В (1 1/4""; PN25) Рычаг", 0 руб.,19.12.2023
109649,ИНЖЕНЕРНАЯ САНТЕХНИКА,ШЛАНГИ ДЛЯ СТИРАЛЬНЫХ МАШИН И КОМПЛЕКТУЮЩИЕ ,"Шланг наливной в упаковке 2,0 м ТМ ""Maan""","73,55",19.12.2023
110379,ИНЖЕНЕРНАЯ САНТЕХНИКА,КРАНЫ ШАРОВЫЕ ДЛЯ ВОДЫ,"Кран шаровой латунный SD Forte В-В (1""; PN40) Рычаг","142,85",19.12.2023
110639,ИНЖЕНЕРНАЯ САНТЕХНИКА,КРАНЫ ШАРОВЫЕ ДЛЯ ВОДЫ,"Кран шаровой латунный Raftec 15 В-Н (1/2""; PN40) Бабочка","58,75",19.12.2023
110768,ИНЖЕНЕРНАЯ САНТЕХНИКА,КРАНЫ ШАРОВЫЕ ДЛЯ ВОДЫ,"Кран шаровой латунный HLV 15 В-В (1/2""; PN40) Бабочка","57,1",19.12.2023
110140,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 50 ММ,"Труба кан. PP (HTR) (1,8 mm) Ø50мм 1,0м (10 уп) ТМ ""ASG""","21,25",19.12.2023
110226,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 50 ММ,"Отвод кан. PP Ø50 мм 90° (20 уп) ТМ ""ASG""","5,9",19.12.2023
109215,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Отвод кан. PP Ø110 мм 45° (25 уп) ТМ ""ASG""","20,4",19.12.2023
109265,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 50 ММ,"Муфта кан. PP Ø50 мм (25 шт/уп) ТМ ""ASG""","10,15",19.12.2023
110101,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 50 ММ,"Тройник кан. PP 50/50 мм 45° (45 уп) ТМ ""ASG""","11,25",19.12.2023
110138,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 50 ММ,"Труба кан. PP (HTR) (1,8 mm) Ø50мм 0,25м (45 уп) ТМ ""ASG""","10,5",19.12.2023
110139,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 50 ММ,"Труба кан. PP (HTR) (1,8 mm) Ø50мм 0,5м (45 уп) ТМ ""ASG""","14,1",19.12.2023
110216,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 50 ММ,"Отвод кан. PP Ø50 мм 45° (25 уп) ТМ ""ASG""","5,9",19.12.2023
68724,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 50 ММ,"Ревизия кан. PP Ø50 мм (70 уп) ТМ ""RTP""","18,85",19.12.2023
110351,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 50 ММ,"Заглушка кан. PP Ø50 мм (30 уп) ТМ ""ASG""",6,19.12.2023
108985,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Труба кан. PP (HTR) (2,7 mm) Ø110мм 2,0м (4 уп) ТМ ""ASG""","110,8",19.12.2023
98356,КАНАЛИЗАЦИЯ,НАРУЖНЫЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Труба Канализационная ПВХ SN4 (3,2 mm) D=110 mm; L=1.0m ТМ ""TehnoWorld""","69,05",19.12.2023
108987,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Труба кан. PP (HTR) (1,8 mm) Ø50мм 2,0м (10 уп) ТМ ""ASG""","40,8",19.12.2023
110094,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Заглушка кан. PP Ø110 мм (20 уп) ТМ ""ASG""","10,25",19.12.2023
108986,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Труба кан. PP (HTR) (2,7 mm) Ø110мм 3,0м (4 уп) ТМ ""ASG""","165,6",19.12.2023
108983,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Труба кан. PP (HTR) (2,7 mm) Ø110мм 1,0м (4 уп) ТМ ""ASG""","69,2",19.12.2023
110229,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 50 ММ,"Тройник кан. PP 50/50 мм 90° (55 уп) ТМ ""ASG""","11,25",19.12.2023
75419,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Отвод кан. PP Ø110 мм 90° (35 уп) ТМ ""RTP""","18,9",19.12.2023
109216,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Муфта кан. PP Ø110 мм (36 шт/уп) ТМ ""ASG""","18,8",19.12.2023
65466,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 32 ММ,"Тройник кан. PP 32/32 мм 90° (70 уп) ТМ ""RTP""","12,85",19.12.2023
110100,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Тройник кан. PP 110/110 мм 90° (12 уп) ТМ ""ASG""","32,05",19.12.2023
74663,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 50 ММ,"Переход кан. PP Ø50/75 мм (пласт/чугун) (60уп) с манжетой ТМ ""RTP""","24,55",19.12.2023
78851,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 50 ММ,"Патрубок компенсационный PP Ø50 мм (50 уп) ТМ ""RTP""","14,35",19.12.2023
110227,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Редукция кан. PP Ø110х50 мм (45 уп) ТМ ""ASG""","13,1",19.12.2023
109886,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Труба кан. PP (HTR) (2,7 mm) Ø110мм 0,5м (9 уп) ТМ ""ASG""","35,65",19.12.2023
109887,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Труба кан. PP (HTR) (2,7 mm) Ø110мм 0,25м (14 уп) ТМ ""ASG""",25,19.12.2023
110228,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Тройник кан. PP 110/50 мм 90° (24 уп) ТМ ""ASG""","24,15",19.12.2023
111189,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Труба кан. PP (TS) (2,7 mm) Ø110мм 1,0м (4 уп) ТМ ""REIGER""","61,35",19.12.2023
111190,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Труба кан. PP (TS) (2,7 mm) Ø110мм 2,0м (4 уп) ТМ ""REIGER""","105,2",19.12.2023
111191,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Труба кан. PP (TS) (2,7 mm) Ø110мм 3,0м (4 уп) ТМ ""REIGER""","155,75",19.12.2023
75725,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Переход кан. PP Ø110/124 мм (пласт/чугун) (50уп) с манжетой ТМ ""RTP""","35,25",19.12.2023
110771,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Патрубок компенсационный PP Ø110 мм ( 14 уп) ТМ ""ASG""","27,05",19.12.2023
108984,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Труба кан. PP (HTR) (2,7 mm) Ø110мм 1,5м (4 уп) ТМ ""ASG""","93,55",19.12.2023
108988,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Труба кан. PP (HTR) (1,8 mm) Ø50мм 3,0м (10 уп) ТМ ""ASG""","59,95",19.12.2023
110141,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 50 ММ,"Труба кан. PP (HTR) (1,8 mm) Ø50мм 1,5м (10 уп) ТМ ""ASG""","30,6",19.12.2023
110152,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 50 ММ,"Труба кан. PP (HTR) (1,8 mm) Ø32мм 0,5м (65 уп) ТМ ""ASG""","10,5",19.12.2023
79454,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Ревизия кан. PP Ø110 мм (25 уп) ТМ ""RTP""","39,15",19.12.2023
110355,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 32 ММ,"Отвод кан. PP Ø32 мм 45° (25 уп) ТМ ""ASG""","5,6",19.12.2023
110871,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Тройник кан. PP 110/50 мм 45° (24 уп) ТМ ""ASG""","25,95",19.12.2023
65632,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 32 ММ,"Муфта кан. PP Ø32 мм соеденительная С перегородкой (60 уп) ТМ ""RTP""","13,8",19.12.2023
98530,КАНАЛИЗАЦИЯ,НАРУЖНЫЕ ТРУБЫ И ФИТИНГИ 160 ММ,"Труба Канализационная ПВХ SN4 (4,0 mm) D=160 mm; L=3.0m ТМ ""TehnoWorld""","384,9",19.12.2023
110773,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Тройник кан. PP 110/110 мм 45° (12 уп) ТМ ""ASG""","39,7",19.12.2023
91661,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 50 ММ,"Муфта кан. PP Ø50 мм ремонтная БЕЗ перегородки (140 уп) ТМ ""RTP""","10,15",19.12.2023
110151,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 32 ММ,"Отвод кан. PP Ø32 мм 90° (20 уп) ТМ ""ASG""","5,55",19.12.2023
110358,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 50 ММ,"Редукция кан. PP Ø32х50 мм (45 уп) ТМ ""ASG""","4,05",19.12.2023
98864,КАНАЛИЗАЦИЯ,НАРУЖНЫЕ ТРУБЫ И ФИТИНГИ 160 ММ,"Труба Канализационная ПВХ SN4 (4,0 mm) D=160 mm; L=1.0m ТМ ""TehnoWorld""","130,95",19.12.2023
98961,КАНАЛИЗАЦИЯ,НАРУЖНЫЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Труба Канализационная ПВХ SN4 (3,2 mm) D=110 mm; L=3.0m ТМ ""TehnoWorld""","201,6",19.12.2023
71886,КАНАЛИЗАЦИЯ,НАРУЖНЫЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Муфта кан. PP Ø110 мм (оранж) (75 уп) ТМ ""RTP""","21,95",19.12.2023
108579,КАНАЛИЗАЦИЯ,НАРУЖНЫЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Отвод кан. PP Ø110 мм 45° (оранж) (25 уп) ТМ ""ASG""","35,75",19.12.2023
110153,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 50 ММ,"Труба кан. PP (HTR) (1,8 mm) Ø32мм 1.0м (12 уп) ТМ ""ASG""","15,85",19.12.2023
72105,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Аэратор канализационный PP Ø110 мм (35 уп) ТМ ""RTP""","69,15",19.12.2023
98487,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 50 ММ,"Тройник кан. PP 50/40 мм 90° (100 уп) ТМ ""RTP""","8,9",19.12.2023
98416,КАНАЛИЗАЦИЯ,НАРУЖНЫЕ ТРУБЫ И ФИТИНГИ 160 ММ,"Труба Канализационная ПВХ SN4 (4,0 mm) D=160 mm; L=2.0m ТМ ""TehnoWorld""","258,7",19.12.2023
109899,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 50 ММ,"Муфта кан. PP Ø110 мм (Восстановитель раструба) ТМ ""ASG""","71,9",19.12.2023
108580,КАНАЛИЗАЦИЯ,НАРУЖНЫЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Отвод кан. PP Ø110 мм 90° (оранж) (20 уп) ТМ ""ASG""","36,45",19.12.2023
110830,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 50 ММ,"Труба кан. PP (HTR) (1,8 mm) Ø32мм 2.0м (12 уп) ТМ ""ASG""","31,3",19.12.2023
108989,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Зонт вентиляционный PP Ø50 мм (50 шт/уп) ТМ ""ASG""","38,45",19.12.2023
76403,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Крестовина кан. PP Ø110/110/ 50 мм 45° (16 уп) ТМ ""RTP""","46,4",19.12.2023
99925,КАНАЛИЗАЦИЯ,ВНУТРЕННЯЯ МАЛОШУМНАЯ БЕЛАЯ КАНАЛИЗАЦИЯ,"Муфта кан. PP Ø110 мм ремонтная (70 уп) ELITE ""RTP""","17,4",19.12.2023
96331,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 50 ММ,"Редукция кан. PP Ø40х50 мм (75 уп) ТМ ""RTP""","6,1",19.12.2023
93461,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 50 ММ,"Тройник кан. PP 50/40 мм 45° (60 уп) ТМ ""RTP""","8,2",19.12.2023
98805,КАНАЛИЗАЦИЯ,НАРУЖНЫЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Труба Канализационная ПВХ SN4 (3,2 mm) D=110 mm; L=2.0m ТМ ""TehnoWorld""","131,05",19.12.2023
105282,КАНАЛИЗАЦИЯ,НАРУЖНЫЕ ТРУБЫ И ФИТИНГИ 160 ММ,"Труба Канализационная ПВХ SN4 (4,0 mm) D=160 mm; L=4.0m ТМ ""TehnoWorld""","504,35",19.12.2023
75017,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Редукция кан. Длинная PP Ø110х50 мм (100 уп) ТМ ""RTP""","13,1",19.12.2023
108584,КАНАЛИЗАЦИЯ,НАРУЖНЫЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Заглушка кан. PP Ø110 мм (оранж) ТМ ""ASG""","11,35",19.12.2023
110632,КАНАЛИЗАЦИЯ,НАРУЖНЫЕ ТРУБЫ И ФИТИНГИ 250 ММ,"Труба Канализационная ПВХ SN4 (6,2 mm) D=250 mm; L=3.0m ТМ ""TehnoWorld""","777,65",19.12.2023
93208,КАНАЛИЗАЦИЯ,НАРУЖНЫЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Крестовина кан. PP Ø110 мм 90° (оранж) (18 уп) ТМ ""RTP""","67,3",19.12.2023
98907,КАНАЛИЗАЦИЯ,НАРУЖНЫЕ ТРУБЫ И ФИТИНГИ 200 ММ,"Труба Канализационная ПВХ SN4 (4,9 mm) D=200 mm; L=2.0m ТМ ""TehnoWorld""","410,55",19.12.2023
110098,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Крестовина кан. PP Ø110/110/ 50 мм 90° (10 уп) ТМ ""ASG""","109,2",19.12.2023
110096,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Крестовина кан. PP Ø110 мм 90° (9 уп) ТМ ""ASG""","104,65",19.12.2023
110143,КАНАЛИЗАЦИЯ,НАРУЖНЫЕ ТРУБЫ И ФИТИНГИ 160 ММ,"Муфта кан. PP Ø160 мм (оранж) (12 уп) ТМ ""ASG""","66,1",19.12.2023
104970,КАНАЛИЗАЦИЯ,ВНУТРЕННЯЯ МАЛОШУМНАЯ БЕЛАЯ КАНАЛИЗАЦИЯ,"Крестовина кан. PP Ø110 мм 45° (15 уп) ELITE ""RTP""","72,6",19.12.2023
70063,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Отвод кан. PP Ø110/50 мм 90° (Правый) (30 уп) ТМ ""RTP""","50,05",19.12.2023
108585,КАНАЛИЗАЦИЯ,НАРУЖНЫЕ ТРУБЫ И ФИТИНГИ 160 ММ,"Отвод кан. PP Ø160 мм 45° (оранж) ТМ ""ASG""","78,75",19.12.2023
109001,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Зонт вентиляционный PP Ø110 мм (15 шт/уп) ТМ ""ASG""","52,15",19.12.2023
108581,КАНАЛИЗАЦИЯ,НАРУЖНЫЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Тройник кан. PP Ø110/110 мм 45° (оранж) (12 уп) ТМ ""ASG""","64,25",19.12.2023
108594,КАНАЛИЗАЦИЯ,НАРУЖНЫЕ ТРУБЫ И ФИТИНГИ 160 ММ,"Заглушка кан. PP Ø160 мм (оранж) (35 шт/уп) ТМ ""ASG""","24,25",19.12.2023
104976,КАНАЛИЗАЦИЯ,ВНУТРЕННЯЯ МАЛОШУМНАЯ БЕЛАЯ КАНАЛИЗАЦИЯ,"Крестовина кан. PP Ø110/50/50 мм 90° (35 уп) ELITE ""RTP""","57,2",19.12.2023
110097,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Крестовина кан. PP Ø110/110/ 50 мм 90° (Левая) (12 уп) ТМ ""ASG""","109,65",19.12.2023
110099,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Крестовина кан. PP Ø110/110/ 50 мм 90° (Правая) (12 уп) ТМ ""ASG""","109,7",19.12.2023
104761,КАНАЛИЗАЦИЯ,ВНУТРЕННЯЯ МАЛОШУМНАЯ БЕЛАЯ КАНАЛИЗАЦИЯ,"Переход кан. PP Ø110/124 мм (пласт/чугун) (16 уп) с манжетой ELITE ""RTP""","41,65",19.12.2023
107338,КАНАЛИЗАЦИЯ,НАРУЖНЫЕ ТРУБЫ И ФИТИНГИ 200 ММ,"Труба Канализационная ПВХ SN4 (4,9 mm) D=200 mm; L=1.0m ТМ ""TehnoWorld""","211,9",19.12.2023
98756,КАНАЛИЗАЦИЯ,НАРУЖНЫЕ ТРУБЫ И ФИТИНГИ 200 ММ,"Труба Канализационная ПВХ SN4 (4,9 mm) D=200 mm; L=3.0m ТМ ""TehnoWorld""",561,19.12.2023
108590,КАНАЛИЗАЦИЯ,НАРУЖНЫЕ ТРУБЫ И ФИТИНГИ 160 ММ,"Тройник кан. PP Ø160/110 мм 90° (оранж) (4 уп) ТМ ""ASG""","128,65",19.12.2023
104125,КАНАЛИЗАЦИЯ,ВНУТРЕННЯЯ МАЛОШУМНАЯ БЕЛАЯ КАНАЛИЗАЦИЯ,"Крестовина кан. PP Ø110 мм 90° (20 уп) ELITE ""RTP""","67,75",19.12.2023
108582,КАНАЛИЗАЦИЯ,НАРУЖНЫЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Тройник кан. PP Ø110/110 мм 90° (оранж) (12 уп) ТМ ""ASG""","50,25",19.12.2023
95214,КАНАЛИЗАЦИЯ,НАРУЖНЫЕ ТРУБЫ И ФИТИНГИ 200 ММ,"Редукция кан. PP Ø200х160 мм (оранж) (20 уп) ТМ ""RTP""","181,85",19.12.2023
69901,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 110 ММ,"Отвод кан. PP Ø110/50 мм 90° (Левый) (30 уп) ТМ ""RTP""","43,6",19.12.2023
65931,КАНАЛИЗАЦИЯ,ВНУТРЕНИЕ ТРУБЫ И ФИТИНГИ 32 ММ,"Тройник кан. PP 32/32 мм 45° (40 уп) ТМ ""RTP""","11,35",19.12.2023
95224,КАНАЛИЗАЦИЯ,НАРУЖНЫЕ ТРУБЫ И ФИТИНГИ 200 ММ,"Тройник кан. PP Ø200/200 мм 45° (оранж) ТМ ""RTP""","271,6",19.12.2023
